drug	disease	label
DB00966	C0020538	1
DB06202	C0018834	0
DB11988	C0003873	1
DB00266	C0015944	0
DB01099	C0042487	0
DB01586	C0008350	1
DB00695	C0023890	1
DB00423	C0026838	1
DB00008	C0276535	1
DB00364	C0030920	1
DB01270	C0011884	1
DB00736	C0087012	0
DB00644	C0015530	0
DB00949	C0085605	1
DB09568	C0023052	0
DB01380	C0014742	1
DB00255	C0010674	0
DB00570	C0036220	1
DB00280	C0003811	1
DB00604	C0016057	0
DB11235	C2242472	0
DB01182	C0334634	0
DB09034	C0022073	0
DB08811	C0025202	0
DB13152	C0015503	1
DB00170	C0007095	0
DB01005	C0023473	1
DB00860	C0010043	1
DB11582	C0033774	0
DB00218	C0031154	1
DB00889	C0162429	0
DB01327	C0030569	0
DB00680	C0042510	1
DB01062	C0042023	1
DB09235	C0221013	0
DB00994	C0042164	1
DB00043	C0020480	0
DB01403	C0036341	1
DB00871	C0013238	1
DB00283	C0027424	1
DB00928	C0019202	0
DB00201	C0003862	1
DB01260	C0010346	1
DB11136	C0011606	0
DB00067	C0042514	1
DB00860	C0036830	1
DB00796	C0020538	1
DB01274	C0034067	1
DB00792	C0917805	0
DB02300	C0013144	0
DB01074	C0021390	0
DB01165	C0014836	1
DB05246	C0220994	0
DB09228	C0019243	1
DB01576	C0024115	0
DB00984	C0038454	0
DB01380	C0009324	1
DB01254	C0023473	1
DB00163	C0003873	1
DB09029	C0271623	0
DB00531	C0039590	1
flurbiprofen-(S)-(+)	C0035585	0
DB01324	C0014356	0
DB01144	C0020649	0
DB00599	C0014544	1
DB00052	C0041408	1
DB01616	C0006142	1
DB00959	C0001627	1
DB06196	C0002994	1
DB00020	C0034013	0
DB00332	C0271650	0
DB00939	C0023487	0
DB01191	C0028754	1
DB00562	C0032987	0
DB00312	C0917798	1
DB06193	C0221013	0
DB00313	C0036572	1
DB12523	C0028768	0
DB00287	C2239176	0
DB00405	C0042109	1
DB01275	C0030920	0
DB00209	C0085682	0
DB00902	C0011615	1
DB06230	C0231528	0
DB08897	C2239176	0
DB12319	C0005779	0
DB00524	C0013604	1
DB00068	C0024437	1
DB00823	C0020619	1
DB01039	C0020443	1
DB08935	C0024299	1
pralidoxime-chloride	C0428974	0
DB14061	C0025500	0
DB00824	C0149958	0
DB01193	C0151636	1
DB01197	C0003873	1
DB00413	C0035258	1
DB00318	C0023437	0
DB09045	C0042870	0
DB08918	C0027686	0
DB09033	C0027051	0
DB11660	C0524909	0
DB01169	C0687720	0
DB01234	C0026948	1
DB00692	C0856727	0
DB00389	C0008311	0
DB00601	C0042875	0
DB12478	C0004153	0
DB13217	C1458155	0
DB04845	C0278996	1
DB01017	C0022650	0
DB00119	C0015967	0
DB01113	C0034065	1
DB09555	C0013595	0
DB00182	C0028754	1
DB00759	C1961099	0
DB00748	C2607914	1
DB01288	C0022876	1
DB09401	C0017601	1
DB04876	C0272375	0
DB01203	C0003811	1
DB00860	C0015397	1
DB06204	C0020635	0
DB06800	C1704436	0
5-hydroxytryptophan	C0342527	0
DB00741	C0002875	1
diphemanil	C0020445	0
DB01047	C0004352	0
DB01599	C0020476	1
DB01333	C0042029	1
DB00316	C0687150	0
adrenalone	C0018418	0
DB06766	C0027498	0
DB08801	C0013404	0
DB00020	C0023449	1
DB00583	C1142132	1
DB00091	C0033860	1
hydrocortisone-phosphate	C0000744	0
DB00871	C0014549	0
DB00451	C0020676	1
DB08604	C0030319	0
DB00829	C0038220	1
DB04861	C0085580	1
DB01220	C0011991	1
cortisone	C0003873	1
DB00645	C0007131	0
DB01262	C0002871	1
DB05265	C0018802	0
DB01142	C0011615	1
DB00997	C0006413	1
DB00475	C0024523	0
DB00672	C0002792	0
DB00026	C0009404	0
DB00860	C0024301	1
DB12783	C0020640	0
DB06663	C0221013	0
DB00938	C0004096	1
chlorogenic-acid	C0002792	0
DB01019	C0020443	0
DB00734	C0020542	0
DB01234	C0020437	1
DB09286	C0031046	0
DB11614	C0005586	0
methylprednisolone-aceponate	C0002871	1
DB05246	C0036572	1
DB01235	C0030567	1
DB00227	C0010068	1
DB09488	C0162566	0
DB00666	C0271093	0
DB00513	C0009375	0
DB01285	C0020179	0
DB00956	C0035455	1
DB01166	C0019156	0
DB00268	C0035258	1
DB00040	C1275126	0
DB12023	C0023869	0
DB08890	C0022104	1
DB00715	C1269683	1
DB00603	C0013144	0
DB13500	C0022104	1
DB04861	C0010930	0
DB01238	C0004352	1
DB00234	C0234533	0
DB00956	C0022354	0
DB00668	C0020649	1
DB00620	C0017563	1
DB01024	C0751753	0
DB00014	C0014175	1
DB00821	C0020544	0
DB00141	C0029408	1
DB00484	C0020626	0
DB00555	C0005586	1
DB00668	C0018794	1
DB00887	C0342907	0
DB01285	C0018995	0
DB01146	C0033774	1
DB01576	C2316212	0
DB00189	C0032019	0
DB00065	C0010346	1
DB00262	C0019829	1
DB01357	C0026709	0
DB06725	C0029434	0
DB00178	C0235480	0
bendazac	C0231528	1
DB00816	C0004096	1
DB00924	C0027121	1
DB00972	C0035457	1
DB00922	C1394891	0
DB00046	C0020456	1
DB00596	C0024138	1
DB00768	C2607914	1
DB00611	C0030193	1
DB09223	C0235063	0
DB01114	C0004096	1
DB00252	C0024121	0
DB00754	C0149958	1
DB09351	C0017601	1
DB12248	C0020619	0
DB04572	C0027497	0
DB00143	C0023890	0
DB00794	C0007194	0
olprinone	C0013274	0
DB01380	C0022568	1
DB00727	C0018802	1
DB04842	C0013428	0
DB00727	C0022595	0
DB00392	C0023869	0
DB09418	C0027697	0
DB00397	C0042024	1
DB00951	C0042035	0
DB00863	C0013295	1
DB08889	C0282528	0
DB00201	C0027424	1
DB00635	C0011633	1
DB01070	C0042870	1
DB01411	C0268543	0
minodronic-acid	C0015624	0
DB00491	C0011860	1
DB13152	C0221032	0
DB00589	C0002453	1
DB00035	C0000737	0
DB00216	C0149931	1
DB00306	C0311277	0
DB00904	C0428974	0
DB01418	C0220983	0
DB06603	C0262584	0
DB00443	C0039103	1
DB01208	C0553580	0
DB00713	C0948089	0
DB00295	C0020517	0
DB00902	C0013595	1
prednisolone-sodium-phosphate	C0004096	1
DB12153	C0023443	0
DB00069	C0014869	0
DB01023	C0009952	0
DB00461	C0030590	0
DB00508	C0836924	0
DB01157	C0085610	0
DB01327	C0011603	0
DB04924	C0018834	1
DB01436	C0042842	1
DB08818	C0003864	1
DB00551	C0878787	0
DB12833	C0175683	0
DB00959	C0014335	1
DB00128	C0235480	0
DB00230	C0014544	1
DB06717	C0151686	0
DB09079	C0025202	0
DB00761	C0338908	0
DB01243	C0021390	1
DB00399	C0005967	1
DB00842	C0236663	1
DB00368	C0020649	1
DB00788	C0015967	1
DB00973	C0342907	1
DB09006	C0206693	0
DB00697	C0040997	1
DB00322	C0038356	1
DB00866	C0033806	0
caramiphen	C1621958	0
DB09043	C0272375	0
DB02709	C0270736	0
DB00214	C0001122	0
DB00956	C0027424	1
cyclosporin-a	C0003873	1
DB00635	C0038325	1
DB01085	C0018671	1
DB01274	C0206682	0
DB00531	C0024299	1
DB00323	C0012739	0
DB05271	C2930898	0
DB09517	C0029442	0
DB11598	C0272375	1
DB00280	C0151636	1
DB00641	C0751435	0
DB00310	C0010308	0
DB12163	C0034734	1
DB06707	C0019080	1
DB09488	C2607914	1
DB00635	C0013182	1
DB01151	C0011581	1
DB01268	C0011875	0
DB12233	C0085580	0
DB04942	C0917798	0
DB00918	C0017086	0
DB00126	C0025637	1
DB00199	C0017160	1
DB01005	C0033578	1
DB08807	C0013604	1
DB01254	C2718128	0
DB01012	C0020542	0
DB00755	C0022595	1
DB00853	C0004114	1
DB01146	C0014583	0
DB00747	C0022073	1
DB00984	C0040479	0
DB00811	C0040517	0
DB00999	C0020538	1
DB06702	C0042024	1
DB00968	C0152020	0
DB00476	C0031117	1
ibuprofen-lysine	C0017612	0
DB00420	C0032000	0
DB00606	C4083212	0
DB01158	C0042514	1
DB00216	C0020503	0
DB01099	C0025289	1
DB08807	C0346647	0
DB04743	C0524910	0
DB01009	C0042510	0
DB00047	C2748055	1
DB00068	C1540912	1
DB01130	C0079773	1
DB01283	C0029408	1
DB00313	C0014544	1
DB00307	C0017638	0
DB09310	C0346647	0
DB00450	C0282528	0
DB00876	C0018802	1
DB00938	C0034067	1
DB00541	C0024305	1
DB00519	C0018802	1
DB09279	C0020651	0
DB00734	C0005586	1
DB01352	C0917801	1
DB00463	C0026769	0
DB09043	C1269683	0
DB00949	C0018916	0
DB01125	C0004238	1
DB00688	C0035455	0
DB00436	C0002871	0
DB00738	C0405580	0
DB00748	C0032027	0
DB00881	C0015456	0
DB00555	C0002171	0
DB01001	C0206686	0
DB01003	C0162627	0
DB05332	C0011606	0
DB00325	C0020546	1
DB00546	C0038220	1
DB00231	C0020433	0
DB00691	C0409959	0
DB00876	C0079773	0
DB01348	C0004096	0
DB00927	C0030920	1
DB00192	C0221013	0
DB13996	C0024473	1
DB00847	C0010691	1
DB09302	C0020473	1
DB01223	C0004096	1
DB01113	C0917798	1
DB08801	C0221023	0
DB01047	C0011616	1
DB00627	C0020480	1
DB00945	C0030193	1
DB03085	C0022593	1
DB00523	C0036220	1
DB00678	C0018802	1
DB01022	C0019080	1
DB00482	C0013390	1
DB01211	C0014038	1
DB00397	C0028754	1
DB00939	C0206686	0
DB00620	C0015456	1
DB00662	C0151940	0
DB00741	C0022568	1
butorphanol-(+)-tartrate	C0018681	1
DB01137	C0013386	0
DB11988	C0027121	0
DB00682	C0017160	0
DB01268	C0238198	1
DB00443	C0001627	1
DB00142	C0206245	0
DB01174	C0004114	0
DB00824	C0002895	1
DB00661	C0027051	1
DB01263	C0018133	1
DB00672	C0007117	0
DB00860	C0024141	1
DB01022	C2718128	0
DB01070	C0015624	1
DB00388	C2607914	1
DB08880	C0003872	1
DB00288	C0033774	0
DB00232	C0027726	1
DB00075	C0018133	1
DB00385	C0008489	0
DB01003	C0014356	1
DB00762	C0034885	1
DB00966	C0242698	1
DB00446	C0702166	1
DB08815	C0036341	1
DB00091	C0017668	1
DB00959	C0024138	1
DB00918	C0014544	0
DB01158	C1961835	0
DB00714	C0025500	0
DB00836	C0034069	0
DB00290	C0024299	1
testosterone-undecanoate	C0018213	0
DB06201	C0014544	1
DB01211	C0037199	1
DB08819	C0028840	1
DB00320	C0019069	0
DB02659	C0409959	0
DB00022	C0025202	1
DB00547	C0023472	0
DB06272	C0020502	1
acefylline	C0033117	0
DB00270	C0085096	0
DB00570	C0027819	1
DB08904	C0087012	0
DB01035	C0004239	1
DB06290	C0524910	1
DB00562	C0031511	0
DB01364	C0027404	1
DB00959	C0037274	1
DB01143	C1140680	1
DB00539	C0027661	1
DB01070	C0039621	1
DB00241	C0018681	1
meldonium	C0476089	0
DB06754	C0040053	1
DB09302	C0019069	0
DB01285	C0038325	1
DB00700	C2267227	0
DB00048	C0034069	0
DB00068	C0009404	1
DB08888	C0040053	1
DB13500	C0342543	0
DB00433	C0036341	1
DB01146	C0948089	0
DB11699	C0151723	0
DB06268	C0040136	0
DB00615	C0041296	1
DB00476	C0023449	0
DB01174	C0020433	1
DB00864	C3463824	0
DB08877	C0032463	1
DB00819	C0014544	1
DB00310	C0023890	1
DB09217	C0029408	1
DB00688	C0013384	0
DB00328	C0022876	1
DB00939	C0013390	1
DB01021	C0027726	1
mofezolac	C0003873	1
DB00905	C0007095	0
DB01115	C0020538	1
DB01128	C0033578	1
DB00945	C0024141	1
DB01089	C0027022	0
prednisolone-sodium-phosphate	C0025289	1
DB00341	C0020517	1
DB01033	C0023449	1
DB00978	C0149745	0
DB00449	C0751362	0
DB00158	C0042847	1
DB01036	C0042842	0
DB00121	C0162429	1
DB00039	C0027819	0
DB00537	C0033581	1
DB00455	C0018621	1
DB00849	C0025874	0
DB00771	C0270851	0
DB01156	C0018924	0
DB09488	C3544321	0
DB00437	C0235480	0
epalrestat	C0004114	0
DB00741	C1260899	1
DB09271	C0019618	0
DB01365	C0085159	0
DB01120	C0003469	0
DB09053	C0042024	0
DB01351	C0014553	0
DB06410	C1561643	1
tebipenem	C0032285	1
DB06825	C0014175	1
DB00860	C0020626	0
DB00502	C0151723	0
DB13933	C0019080	1
DB06372	C0021308	0
DB06176	C0079774	1
DB00834	C0042514	0
DB00665	C0033578	1
DB12417	C0041582	0
DB00201	C0003578	1
DB00903	C0007117	0
DB01407	C0009319	0
DB12248	C0004096	1
DB00227	C0085631	0
DB01233	C0042963	1
DB00245	C0029396	0
DB01597	C0149725	1
DB00302	C0025323	1
DB05351	C0016057	0
DB06785	C0020621	0
DB00910	C0221023	0
DB04866	C0948089	0
DB04846	C1263846	0
DB00744	C0005283	0
DB00773	C0024299	1
cyclosporin-a	C0033860	1
DB09033	C0010346	1
DB00635	C0004096	1
DB08895	C0003873	1
DB00871	C0028738	0
DB00357	C3495559	0
DB00668	C0042510	1
DB01250	C0687720	0
methylprednisolone-aceponate	C0037930	0
quinaprilat	C0149925	0
DB00501	C0042109	1
DB00863	C0041582	1
DB06268	C0241961	0
DB00350	C0001403	0
DB00733	C0745103	0
DB00161	C0012833	0
DB12319	C0014868	0
DB01077	C0151636	0
DB00302	C0002171	0
DB00457	C0346647	0
DB01196	C0034067	0
DB00533	C0149931	1
DB09079	C0007194	0
DB06714	C2607914	1
DB00996	C0014544	1
DB09068	C0002453	0
DB01012	C0020502	1
DB12831	C0702166	0
DB01148	C0042024	1
DB01081	C0040997	0
DB01025	C0037763	0
DB08604	C0006413	0
DB09262	C0037763	1
DB01174	C0270851	1
DB01143	C0342881	0
DB00759	C0037199	1
DB00471	C0034734	0
DB01168	C2607914	0
DB01060	C0559106	0
DB00635	C0029408	1
DB08889	C0002894	0
DB05812	C0005684	0
DB01129	C0002736	0
DB01408	C0023418	0
DB00867	C0020635	0
DB04843	C0041341	0
DB06754	C2931618	0
DB00543	C0011581	1
DB04895	C0398775	0
DB00381	C0021361	0
DB01144	C0032000	0
piperidolate	C0037763	1
DB00281	C0033774	1
DB00009	C0948008	1
sodium-oxybate	C0027404	1
meldonium	C0014550	0
DB00282	C0015456	0
DB01176	C0042571	1
DB00863	C0027404	0
DB00364	C0041582	1
DB11995	C0038362	0
DB01628	C0018099	1
DB01158	C0010930	0
DB00543	C0031190	0
DB00959	C0029401	0
DB00399	C0079731	0
DB01234	C0023449	1
DB03255	C0031099	0
DB00620	C0030807	1
DB01223	C0020514	0
DB00902	C0027424	1
DB01234	C0036508	1
DB00443	C0024141	1
DB00411	C0017601	1
DB01075	C0042109	1
DB00476	C0011334	0
DB01956	C2242472	0
DB00448	C0014743	0
DB00939	C0687720	0
DB01276	C0020456	1
DB11273	C0035457	0
DB01237	C0042109	1
DB00213	C0043515	1
DB09014	C0003469	1
DB00690	C0042029	0
DB00977	C1458155	1
DB09076	C0038454	0
DB01165	C0155862	1
prednisolone-sodium-phosphate	C0040147	1
DB00285	C0027430	0
bifemelane	C0017601	1
DB00945	C0013390	1
DB00653	C0038220	0
DB00996	C0013384	1
DB01382	C0028840	0
DB07615	C0004096	1
DB01212	C0162820	0
DB04843	C0038358	1
DB00246	C0015530	0
DB01268	C0032768	0
DB00218	C0878544	0
DB00244	C0014356	1
DB00186	C0270846	1
DB01400	C0025289	0
thiram	C0011616	1
DB00821	C0948216	0
DB01364	C0028754	1
DB00392	C0013384	1
DB00408	C0036341	1
DB01191	C0268483	0
DB00421	C0023890	1
bucladesine	C0031485	0
DB00130	C0231528	1
DB08869	C0020452	0
DB00047	C3544321	0
DB04843	C0023418	0
DB00692	C0917798	1
DB00501	C0041582	1
DB00492	C0005779	0
ufenamate	C0011603	1
DB01069	C0242698	0
DB00959	C0405580	1
DB00594	C0018802	1
DB08955	C0015967	1
DB00009	C0034065	1
DB00541	C0175683	0
DB14006	C0175683	0
DB01216	C2937421	1
DB00002	C0023472	0
DB00022	C0026948	1
DB00391	C0021670	0
DB00288	C0024138	1
sodium-tetradecyl-sulfate	C0020538	0
DB11635	C0021051	0
DB00940	C0005697	1
DB01098	C0020474	1
DB05389	C0349464	0
DB00893	C0024299	0
prednisolone-sodium-phosphate	C2931618	0
DB01408	C0020550	0
DB00570	C1458155	1
DB11656	C0029927	0
DB00554	C0038013	1
DB00415	C1704436	0
DB00383	C0036220	0
DB00947	C0151723	0
DB09555	C0343065	1
DB00279	C0001418	0
DB00794	C0010417	0
DB00373	C0027051	1
DB11767	C2242472	0
DB08815	C0013386	0
DB00052	C0343755	1
DB00583	C0008489	0
DB01102	C1956346	1
DB00155	C0162429	1
DB09108	C0242339	0
DB00885	C0595948	0
DB00523	C0023487	1
DB00302	C0005779	1
DB06290	C0002875	0
DB00545	C0035412	0
DB00925	C0023448	0
DB01031	C0021603	1
DB01216	C0020507	1
DB00186	C0014550	1
DB00816	C0033806	0
DB01197	C0011581	0
DB01194	C0013338	0
DB00255	C0151526	1
DB00881	C0002994	1
DB00809	C0022568	1
DB05578	C0019054	0
DB08986	C0030578	0
DB04272	C0376358	0
DB00655	C0376545	0
DB00279	C0018021	1
DB01056	C0235063	0
DB04941	C0011615	0
DB00515	C1140680	1
DB00364	C0038362	1
DB00685	C0268596	0
DB00880	C0013604	1
DB01399	C0021361	0
DB04115	C0003850	0
DB00174	C0751753	0
DB01203	C0004352	0
DB00392	C0030567	1
DB01136	C0027051	1
DB01254	C0025294	0
DB00902	C0033774	1
DB00860	C0010930	1
DB01193	C0027051	1
DB00461	C0023440	0
DB05541	C0026709	0
estropipate	C0948480	0
DB00094	C0021361	1
DB11742	C2937421	0
DB00653	C0151723	1
DB06212	C0018802	1
DB00988	C0085612	1
DB03793	C0220994	1
DB01090	C0020546	1
DB08872	C0005586	0
DB00022	C0018916	1
DB01049	C0007134	0
DB00232	C0018802	1
DB00243	C0013182	0
DB01239	C0025637	0
DB00940	C0030305	1
DB01247	C0002171	0
DB00180	C0014356	0
DB00203	C0242350	1
DB00340	C0042384	0
DB11581	C0023434	1
DB00514	C0015967	1
DB00571	C0042514	1
etofylline	C0004096	1
DB01229	C0036220	1
DB01200	C0002453	1
DB01357	C0022568	0
picotamide	C0040053	1
DB01351	C0917801	1
L-Citrulline	C0007095	0
DB00471	C0022568	0
DB01281	C0042133	0
DB13500	C2316212	0
DB01296	C0003862	1
DB08995	C0002171	0
DB01071	C0033375	0
DB01234	C0014742	1
thiostrepton	C0003123	0
DB09074	C0003864	0
DB00953	C0149931	1
DB08826	C0014121	0
DB00847	C0043515	0
DB01114	C0042109	1
DB03904	C0011616	1
DB00860	C0033860	1
levocarnitine-propionate	C1142132	1
DB05630	C0235063	0
DB00570	C0024305	1
DB00962	C0917801	1
DB00481	C0006142	1
DB01228	C0003811	1
DB00323	C0030567	1
DB00887	C0018802	1
DB03754	C0007570	0
DB11619	C0011633	0
DB00648	C2316810	0
DB00672	C0011860	1
tepoxalin	C0001623	0
DB00752	C1269683	1
DB00364	C0038358	1
DB01324	C0020538	1
DB00153	C0085682	1
DB09418	C0020550	1
DB00250	C0042875	0
DB00335	C0004239	1
DB01136	C0221023	0
DB09280	C1849508	0
DB01611	C0024141	1
DB00069	C0018916	1
DB00013	C0040053	1
DB00570	C0678222	0
DB00593	C0687720	0
DB09290	C0027497	1
DB01078	C0018801	1
DB01283	C0085129	0
DB00805	C0342907	0
DB00773	C0003469	0
DB01050	C0029408	1
methylprednisolone-aceponate	C0013384	0
etofylline	C0162566	0
DB06152	C0034734	1
psoralen	C0013595	1
DB00641	C0020474	1
DB00060	C0006118	1
DB00832	C0014743	0
DB00579	C0032987	0
DB00719	C0020479	0
DB01618	C0023892	0
DB11274	C0018203	0
DB00586	C0003868	0
DB00395	C0006118	0
DB11767	C0038013	1
DB09046	C0220989	1
DB01276	C0042909	0
DB09205	C0029453	0
DB00396	C0020517	0
DB01260	C2607914	1
DB04838	C0036980	0
DB11827	C0020456	1
DB00318	C0010200	1
DB01098	C0020557	1
DB01232	C0038160	0
DB01234	C0079744	1
DB00606	C0018802	1
DB06709	C0085129	1
DB01212	C0014534	1
DB06403	C0033117	0
DB01586	C0020555	0
DB00163	C0004153	1
DB05239	C0031485	0
DB00237	C0021603	1
DB00139	C0162429	1
DB01420	C0010674	0
DB00635	C0024299	1
DB00169	C0020598	1
DB01056	C0085612	1
DB00421	C0038363	0
DB00419	C0010072	0
DB06819	C1527311	0
DB00014	C0010054	0
DB00571	C0024138	0
DB00455	C0151940	0
DB01206	C0019829	1
DB00179	C0020456	1
DB00288	C0003811	0
DB00980	C0948216	0
DB00376	C0013384	1
DB04942	C0151721	0
DB00519	C0025202	0
DB00451	C0020538	0
DB09107	C2930898	0
DB00509	C0020443	1
DB00697	C0013295	0
DB00374	C0948089	0
adiphenine	C0020523	0
DB00736	C0030920	1
DB01117	C0032285	1
cortisone	C0013595	1
DB11767	C0019880	0
DB00443	C0038013	1
DB00051	C3495559	1
DB09279	C0021308	0
DB01006	C1458155	1
DB00130	C0003467	1
DB00584	C0020538	1
DB00440	C0011991	1
DB04866	C0035457	0
DB01101	C0000809	0
DB00528	C0019202	0
DB00849	C0014549	1
DB04665	C0524620	0
DB00201	C0013144	1
DB01059	C0149725	1
DB00860	C1260899	1
DB00635	C0014335	1
DB01393	C0011849	1
DB01261	C0020474	0
DB00006	C0017668	0
DB00179	C0149871	0
DB09108	C0024523	0
DB00253	C0022073	1
DB06700	C1269683	1
DB01060	C0162429	0
DB08870	C0019829	1
DB09082	C0034067	1
DB00706	C0041408	0
hydrocortisone-phosphate	C0020621	0
DB00165	C0730345	0
DB01366	C0024117	1
DB00056	C0023467	1
DB00252	C0014549	1
DB06725	C0029408	1
DB00095	C0268490	0
icatibant-acetate	C1140680	0
DB00128	C0035579	0
DB00108	C0024437	0
DB00973	C0020443	1
DB01401	C0003864	1
DB01208	C0032285	1
DB00132	C0043202	0
DB00425	C0011615	0
DB06589	C0024121	0
DB01077	C0020437	1
DB00804	C0008149	0
DB00331	C0039621	0
DB00022	C0006118	1
DB00281	C0019080	1
dexamethasone-sodium-phosphate	C0027726	1
DB00555	C0014544	1
DB00637	C0751753	0
DB01576	C0221260	0
DB00399	C0027726	0
DB00281	C0013595	1
DB00959	C0004364	1
DB09271	C0015230	0
DB01176	C0746102	0
DB00087	C0751967	1
DB00489	C0042514	1
DB00749	C0029408	1
DB00318	C0015967	1
DB09262	C0014869	0
DB04951	C0026705	0
DB00908	C0559106	1
DB00060	C0024437	1
DB00976	C0155862	1
DB01089	C0013384	1
DB09107	C0005697	0
DB00980	C0151723	0
DB00107	C3544321	0
DB00984	C0002893	1
DB00736	C0014868	1
DB01130	C0024138	1
DB06643	C0029456	1
DB00727	C0027051	1
adiphenine	C0020433	0
DB00570	C0162627	0
DB00561	C0006105	0
DB11560	C0740394	1
DB00145	C2607914	1
DB01023	C0409818	0
DB05990	C0008312	1
DB01204	C1458155	1
DB04890	C0042109	1
DB06689	C0271650	0
DB00178	C1849508	0
DB01035	C0020517	0
DB01069	C0003962	0
DB00880	C3544321	0
DB01274	C0004096	1
DB00741	C0003868	1
DB01012	C0262584	0
DB01023	C0033975	0
DB00652	C0085610	0
DB00030	C0010200	0
DB09046	C0001627	0
DB06168	C1384600	1
DB00193	C0017612	0
DB09481	C0001430	0
DB01060	C0149725	1
DB00008	C0037286	1
DB09564	C0011849	1
DB01183	C0235063	1
DB00349	C0014544	1
DB00511	C0038220	0
DB13943	C0151721	1
DB00606	C0234533	0
DB00562	C0013604	1
DB00321	C0027819	0
DB01349	C0242339	0
DB00873	C0027430	0
DB06654	C0035579	0
DB00997	C0678222	1
DB00624	C0034012	1
DB00252	C0238111	1
DB00994	C0022568	1
DB00741	C0001403	1
DB01073	C0023434	1
DB00342	C0023440	0
DB00741	C0024141	1
DB11324	C0022876	0
DB00341	C0027424	1
DB00491	C0011849	1
DB01380	C0003492	0
DB00025	C0000744	0
DB08907	C0022073	0
DB00373	C0235974	0
DB00936	C0036508	1
DB01303	C0034067	1
DB11994	C0029408	1
DB08800	C0009763	1
DB09118	C0751122	1
DB11362	C2973725	1
DB00041	C0023467	1
DB06209	C1956346	1
DB00877	C0007134	1
DB00904	C0012739	0
DB08807	C0023465	0
dabigatran-etexilate	C0007117	0
DB01410	C3544321	0
DB06711	C0017168	0
DB01136	C0018801	1
DB00925	C0042024	1
DB11235	C0847614	1
DB00122	C0020437	0
DB01199	C0009375	0
DB06813	C0018418	0
DB01595	C0079744	0
DB00962	C0035229	0
DB06216	C1527249	0
DB00038	C0040034	1
DB00528	C0155862	0
DB00635	C0006114	1
DB00773	C0024121	1
DB00179	C0022593	1
DB09121	C0003873	1
DB00157	C0030567	1
DB00741	C0021390	1
DB08985	C0018681	1
DB00865	C0020676	0
DB01597	C2242472	1
DB01380	C0036830	1
DB00755	C0268583	0
DB00071	C0011849	1
DB00309	C0836924	0
DB01053	C0155862	1
DB00962	C0009806	0
DB00008	C0524909	1
DB00266	C0040038	1
DB01260	C0024138	1
DB00377	C0042963	1
DB00585	C0007194	0
DB00935	C0023518	0
DB00564	C0036572	1
DB00588	C0009404	0
DB00008	C0018916	1
DB00448	C0026691	0
DB01267	C0036337	1
DB01146	C0004239	0
DB00775	C0040053	1
DB00829	C0032463	0
DB00873	C0009763	1
DB00348	C0268490	1
DB00051	C0042900	0
DB00773	C0042138	1
DB00583	C0220710	1
DB01085	C1527336	1
DB00841	C0033806	0
DB00594	C0013604	1
DB01041	C0206682	0
DB01204	C0021141	0
DB00620	C0020517	1
DB11699	C0037930	0
DB00557	C2242472	0
DB01019	C0233315	0
DB09099	C0019080	1
DB00477	C0042963	1
DB11699	C0376545	0
DB01228	C0042510	1
DB00648	C0151940	0
DB01619	C0005967	0
DB00147	C1168401	0
DB09030	C0027051	1
DB08877	C0027022	1
DB01410	C0040034	0
DB13165	C0017601	1
DB00033	C2239176	1
DB00719	C0343065	1
DB00457	C1384600	0
DB01108	C0010481	1
DB00335	C0020538	1
DB01186	C0242422	1
DB00042	C0007570	0
DB00002	C0009763	0
DB00864	C0259817	0
DB00281	C0019112	1
DB01592	C0040046	0
DB12833	C0020443	0
DB00773	C0017668	0
DB00017	C0029456	1
DB01129	C0041582	1
DB00726	C0014175	0
DB01589	C0021603	1
DB01113	C0009319	1
DB01303	C0428977	1
DB00368	C0006267	1
DB02701	C0022665	0
DB00146	C0085682	1
DB00051	C0162836	1
DB05541	C0271093	0
DB00717	C0271578	1
DB05521	C0040822	0
5-hydroxytryptophan	C0917801	1
DB03017	C0014356	1
DB01149	C0038160	0
DB01590	C0023418	0
DB00797	C0040046	1
DB01053	C0149704	1
ethanolamine-oleate	C0014867	1
DB01193	C0085612	1
DB04572	C0002994	0
DB00440	C0032285	1
DB00657	C0242422	0
DB01043	C0038362	0
DB01202	C0029453	0
DB00937	C0028754	1
DB00069	C0023443	1
DB01309	C0023479	0
DB00433	C0242339	0
DB01031	C0751865	0
taltirelin	C0040997	0
DB00787	C0022073	0
DB01138	C0002171	0
DB00065	C0003872	1
DB01059	C1408258	0
DB00571	C0042345	0
DB00108	C0026769	1
DB01113	C0085096	1
DB00138	C0003873	1
DB00523	C0276535	1
DB00996	C0036572	1
DB01167	C0018801	0
DB00570	C0018671	1
DB01023	C0020538	1
DB00125	C0017168	0
DB08868	C0024437	0
DB00729	C0030920	1
DB00635	C2607914	1
DB00110	C0006287	1
DB00457	C2937421	1
DB01095	C0018798	1
DB01034	C0020473	1
DB01577	C0002893	0
DB00288	C0011603	1
DB00755	C0005699	0
DB06774	C0004604	1
DB00682	C0040046	1
DB00682	C0004238	1
DB00572	C0042164	1
DB01012	C0687150	1
trepibutone	C0017160	0
DB00763	C0043459	0
DB00477	C0033975	1
DB04272	C0042035	1
DB00836	C0011991	1
DB06203	C0029396	0
DB04465	C0014742	0
DB00561	C0013428	0
DB00350	C0010043	0
DB00741	C0035854	1
DB01137	C0155862	1
